Codigo,Nombre,Tipo,Cantidad,Precio,Minimo,ValorTotal,Año,Mes,Dia
P-0603,Tarjeta SD SanDisk Lite,Almacenamiento,50,169000,14,8450000,2006,Agosto,14
P-0604,Patch Panel Mikrotik Mini,Red,0,258000,4,0,2008,Abril,25
P-0605,Regleta Eléctrica Anker Pro,Accesorio,9,70000,2,630000,2001,Junio,14
P-0606,Rack 12U Mikrotik HD,Red,0,1126000,4,0,2022,Febrero,27
P-0607,Base Laptop Anker Ultra,Accesorio,62,191000,15,11842000,2013,Noviembre,19
P-0608,Smartphone Asus X,Electrónico,34,2490000,7,84660000,2000,Junio,3
P-0609,Gamepad Corsair Basic,Periférico,36,282000,14,10152000,2016,Septiembre,5
P-0610,Servidor Rack 1U Toshiba Pro,Electrónico,49,17025000,13,834225000,2025,Noviembre,11
P-0611,UPS 2000VA CyberPower X,Energía,71,1165000,15,82715000,2017,Junio,21
P-0612,Cable UTP Cat6 Ubiquiti Elite,Red,0,23000,2,0,2021,Enero,3
P-0613,Impresora Láser Lexmark Basic,Impresión,31,781000,10,24211000,2023,Julio,15
P-0614,Servidor Rack 1U Toshiba Basic,Electrónico,32,7637000,7,244384000,2023,Mayo,15
P-0615,Licencia Office 365 Bitdefender Max,Software,0,350000,2,0,2023,Abril,22
P-0616,Cable DisplayPort Anker HD,Accesorio,38,36000,15,1368000,2021,Febrero,17
P-0617,Smart TV Samsung V3,Electrónico,29,3912000,8,113448000,2006,Agosto,12
P-0618,Papel Fotográfico A4 Ugreen Elite,Accesorio,63,28000,13,1764000,2011,Febrero,5
P-0619,Escritorio Gaming OfficePlus V2,Mobiliario,15,1229000,4,18435000,2013,Noviembre,29
P-0620,Impresora Láser Xerox X,Impresión,6,1418000,8,8508000,2002,Abril,27
P-0621,Cartucho Epson Epson Elite,Impresión,38,45000,13,1710000,2021,Noviembre,25
P-0622,Licencia Office 365 Bitdefender X,Software,11,350000,4,3850000,2010,Noviembre,18
P-0623,Escritorio Gaming ErgoChair Plus,Mobiliario,1,1596000,4,1596000,2019,Octubre,21
P-0624,Impresora Inkjet Canon Max,Impresión,17,491000,12,8347000,2010,Enero,19
P-0625,Control de Acceso Hanwha V2,Seguridad,0,1067000,9,0,2021,Enero,6
P-0626,Scanner HyperX V3,Periférico,1,419000,7,419000,2003,Junio,25
P-0627,Adaptador USB-C HDMI Belkin Pro,Accesorio,19,84000,9,1596000,2023,Abril,31
P-0628,Licencia AutoCAD Kaspersky Lite,Software,10,2800000,7,28000000,2009,Marzo,5
P-0629,Sensor Movimiento Honeywell HD,Seguridad,26,232000,12,6032000,2016,Octubre,14
P-0630,Micrófono USB Microsoft Plus,Periférico,0,589000,15,0,2009,Abril,17
P-0631,Monitor Samsung Ultra,Electrónico,2,814000,3,1628000,2021,Febrero,30
P-0632,Micrófono USB Razer SE,Periférico,2,639000,3,1278000,2013,Septiembre,28
P-0633,Cable DisplayPort Belkin Mini,Accesorio,21,43000,11,903000,2010,Abril,2
P-0634,Smartphone Dell Max,Electrónico,22,1741000,5,38302000,2012,Octubre,27
P-0635,Adaptador USB-C HDMI Cable Matters SE,Accesorio,4,68000,12,272000,2022,Abril,4
P-0636,Cámara Web Logitech Mini,Periférico,0,371000,4,0,2009,Abril,17
P-0637,Laptop LG Plus,Electrónico,53,2706000,15,143418000,2017,Junio,5
P-0638,Access Point D-Link Plus,Red,3,306000,5,918000,2004,Marzo,10
P-0639,Proyector Apple 4K,Electrónico,21,2746000,6,57666000,2006,Octubre,6
P-0640,Cable UTP Cat6 Ubiquiti Plus,Red,33,28000,10,924000,2013,Enero,6
P-0641,Licencia AutoCAD Kaspersky Max,Software,0,2800000,9,0,2021,Mayo,11
P-0642,Switch 8 puertos Zyxel Ultra,Red,1,451000,15,451000,2012,Marzo,30
P-0643,Auriculares Dell Plus,Electrónico,62,854000,14,52948000,2021,Marzo,23
P-0644,Regulador Voltaje CyberPower SE,Energía,48,116000,15,5568000,2023,Septiembre,8
P-0645,SSD NVMe PNY V2,Almacenamiento,41,766000,11,31406000,2005,Mayo,12
P-0646,Papel Fotográfico A4 Belkin Mini,Accesorio,10,63000,2,630000,2019,Marzo,31
P-0647,DVR 8 Canales Axis V2,Seguridad,10,881000,3,8810000,2018,Febrero,31
P-0648,Gamepad Corsair Basic,Periférico,0,218000,4,0,2009,Noviembre,17
P-0649,Proyector LG Basic,Electrónico,35,3011000,15,105385000,2012,Enero,29
P-0650,Servidor Rack 1U Dell Plus,Electrónico,30,11858000,10,355740000,2017,Marzo,10
P-0651,Licencia Office 365 Autodesk SE,Software,0,350000,15,0,2026,Enero,28
P-0652,Cable HDMI Vention X,Accesorio,40,84000,14,3360000,2000,Junio,3
P-0653,Auriculares Lenovo X,Electrónico,4,355000,3,1420000,2009,Abril,9
P-0654,Cámara IP Bosch 4K,Seguridad,15,828000,7,12420000,2009,Octubre,7
P-0655,Tarjeta SD Lexar X,Almacenamiento,1,151000,2,151000,2006,Junio,21
P-0656,Auriculares Toshiba X,Electrónico,7,972000,2,6804000,2013,Enero,31
P-0657,Cable HDMI Anker Pro,Accesorio,6,78000,6,468000,2025,Marzo,18
P-0658,Disco HDD Crucial Ultra,Almacenamiento,59,293000,15,17287000,2018,Mayo,9
P-0659,Hub USB-C Belkin 4K,Accesorio,3,211000,4,633000,2019,Enero,5
P-0660,Switch 8 puertos Mikrotik Ultra,Red,23,646000,11,14858000,2020,Marzo,21
P-0661,Switch 8 puertos D-Link Slim,Red,46,636000,13,29256000,2010,Diciembre,10
P-0662,Licencia Antivirus Autodesk 4K,Software,14,148000,10,2072000,2014,Julio,20
P-0663,Papel Fotográfico A4 Cable Matters SE,Accesorio,20,43000,4,860000,2014,Septiembre,18
P-0664,Licencia AutoCAD ESET Pro,Software,11,2800000,5,30800000,2014,Febrero,3
P-0665,Sensor Movimiento Hikvision Basic,Seguridad,0,93000,9,0,2021,Diciembre,17
P-0666,Memoria USB Kingston Ultra,Almacenamiento,40,72000,15,2880000,2006,Febrero,21
P-0667,Escritorio Gaming Ergonómix V2,Mobiliario,24,642000,5,15408000,2016,Agosto,6
P-0668,Switch 8 puertos Netgear 4K,Red,33,705000,11,23265000,2015,Agosto,19
P-0669,Micrófono USB SteelSeries V3,Periférico,0,605000,13,0,2025,Junio,31
P-0670,Monitor LG Pro,Electrónico,28,933000,15,26124000,2025,Septiembre,19
P-0671,Licencia Office 365 Adobe V2,Software,11,350000,12,3850000,2023,Octubre,5
P-0672,SSD NVMe PNY Pro,Almacenamiento,20,289000,9,5780000,2005,Febrero,6
P-0673,Regleta Eléctrica AmazonBasics Pro,Accesorio,15,63000,6,945000,2021,Agosto,22
P-0674,Cable DisplayPort Cable Matters V2,Accesorio,30,57000,8,1710000,2002,Septiembre,20
P-0675,Switch 24 puertos Ubiquiti Basic,Red,25,1605000,6,40125000,2009,Abril,24
P-0676,NAS Server Transcend Plus,Almacenamiento,33,1230000,10,40590000,2016,Octubre,29
P-0677,UPS 1200VA Sola X,Energía,1,1103000,6,1103000,2021,Enero,20
P-0678,Access Point Cisco Max,Red,5,563000,12,2815000,2020,Diciembre,11
P-0679,Impresora 3D Xerox V3,Impresión,5,6836000,6,34180000,2019,Noviembre,27
P-0680,Funda Tablet Anker Slim,Accesorio,65,59000,14,3835000,2010,Septiembre,30
P-0681,Regleta Eléctrica Orico V2,Accesorio,0,75000,12,0,2002,Mayo,19
P-0682,Monitor Apple Ultra,Electrónico,10,1131000,8,11310000,2026,Agosto,2
P-0683,Regulador Voltaje Sola X,Energía,14,182000,7,2548000,2024,Noviembre,27
P-0684,Hub USB-C Vention V2,Accesorio,31,338000,12,10478000,2007,Enero,28
P-0685,Licencia Office 365 Adobe 4K,Software,0,350000,6,0,2021,Enero,1
P-0686,Teclado SteelSeries V3,Periférico,57,366000,14,20862000,2009,Agosto,3
P-0687,Licencia Adobe CC Autodesk V2,Software,14,1200000,5,16800000,2007,Julio,2
P-0688,SSD NVMe SanDisk Max,Almacenamiento,2,546000,11,1092000,2025,Julio,31
P-0689,Access Point TP-Link 4K,Red,50,929000,11,46450000,2006,Noviembre,21
P-0690,Smart TV Apple Slim,Electrónico,0,1996000,10,0,2004,Febrero,25
P-0691,Hub USB-C Orico SE,Accesorio,0,247000,8,0,2000,Agosto,19
P-0692,Licencia Office 365 Adobe Elite,Software,25,350000,7,8750000,2001,Diciembre,9
P-0693,Licencia Adobe CC Kaspersky Elite,Software,64,1200000,15,76800000,2007,Agosto,21
P-0694,Proyector Apple Max,Electrónico,7,3248000,7,22736000,2015,Febrero,7
P-0695,Switch 8 puertos Ubiquiti Basic,Red,42,392000,11,16464000,2019,Febrero,25
P-0696,Cámara IP Hikvision Elite,Seguridad,33,909000,8,29997000,2024,Junio,19
P-0697,Router WiFi Zyxel Mini,Red,7,184000,2,1288000,2002,Octubre,14
P-0698,Laptop Samsung HD,Electrónico,0,3675000,5,0,2014,Marzo,20
P-0699,Laptop Asus Basic,Electrónico,1,4340000,7,4340000,2013,Febrero,21
P-0700,Tarjeta SD PNY X,Almacenamiento,0,108000,4,0,2020,Marzo,1
P-0701,Tablet Acer Ultra,Electrónico,46,1733000,13,79718000,2018,Mayo,16
P-0702,Disco HDD Toshiba Slim,Almacenamiento,2,501000,4,1002000,2006,Octubre,29
P-0703,Memoria RAM Kingston Elite,Almacenamiento,1,593000,2,593000,2022,Noviembre,21
P-0704,Scanner Logitech X,Periférico,0,866000,4,0,2022,Octubre,18
P-0705,Cable DisplayPort Cable Matters HD,Accesorio,24,26000,8,624000,2012,Septiembre,10
P-0706,Limpiador Pantalla Vention X,Accesorio,53,15000,11,795000,2015,Diciembre,21
P-0707,Cámara Web Logitech Pro,Periférico,15,179000,8,2685000,2012,Junio,31
P-0708,UPS 1200VA Forza Lite,Energía,3,1198000,4,3594000,2007,Julio,10
P-0709,Escritorio Gaming Ergonómix Ultra,Mobiliario,0,1441000,12,0,2004,Octubre,16
P-0710,Rack 12U Ubiquiti X,Red,14,930000,8,13020000,2020,Septiembre,8
P-0711,Patch Panel Cisco Ultra,Red,0,178000,14,0,2022,Mayo,26
P-0712,Lápiz Digitalizador Havit Basic,Periférico,12,289000,6,3468000,2000,Agosto,26
P-0713,Memoria RAM Toshiba Ultra,Almacenamiento,5,344000,2,1720000,2024,Septiembre,22
P-0714,Cable HDMI Orico Max,Accesorio,0,48000,2,0,2024,Octubre,13
P-0715,Proyector Dell 4K,Electrónico,20,5847000,4,116940000,2003,Julio,10
P-0716,Smart TV Dell Slim,Electrónico,5,2248000,12,11240000,2024,Febrero,15
P-0717,Impresora 3D Brother Pro,Impresión,1,2317000,15,2317000,2013,Diciembre,3
P-0718,Licencia Office 365 Autodesk Max,Software,14,350000,8,4900000,2007,Febrero,23
P-0719,Licencia Office 365 Bitdefender Slim,Software,4,350000,2,1400000,2005,Noviembre,2
P-0720,Disco HDD SanDisk Slim,Almacenamiento,2,374000,11,748000,2025,Noviembre,6
P-0721,Memoria USB SanDisk Elite,Almacenamiento,37,39000,8,1443000,2022,Septiembre,15
P-0722,Tóner HP Kyocera Mini,Impresión,41,261000,15,10701000,2016,Diciembre,14
P-0723,Soporte Monitor AmazonBasics Elite,Accesorio,5,103000,4,515000,2014,Abril,16
P-0724,Licencia Office 365 Adobe Plus,Software,47,350000,11,16450000,2001,Julio,15
P-0725,Hub USB-C Orico Elite,Accesorio,15,289000,14,4335000,2017,Agosto,7
P-0726,Licencia Antivirus Norton Slim,Software,16,186000,9,2976000,2007,Abril,11
P-0727,Licencia AutoCAD Kaspersky Lite,Software,2,2800000,3,5600000,2003,Julio,20
P-0728,Laptop MSI HD,Electrónico,55,3861000,13,212355000,2014,Junio,5
P-0729,Licencia Antivirus Autodesk SE,Software,19,387000,13,7353000,2004,Agosto,11
P-0730,Router WiFi D-Link Lite,Red,36,534000,12,19224000,2025,Julio,28
P-0731,Auriculares MSI Slim,Electrónico,4,261000,2,1044000,2014,Julio,23
P-0732,Patch Panel Zyxel 4K,Red,13,373000,15,4849000,2021,Diciembre,11
P-0733,Cable UTP Cat6 Mikrotik Basic,Red,0,18000,6,0,2016,Febrero,24
P-0734,Impresora Láser Lexmark V2,Impresión,13,2250000,8,29250000,2017,Junio,28
P-0735,Switch 24 puertos Zyxel HD,Red,0,1823000,9,0,2019,Julio,12
P-0736,Cable UTP Cat6 Zyxel Max,Red,10,11000,9,110000,2010,Junio,13
P-0737,Cámara Web Genius Mini,Periférico,15,138000,10,2070000,2024,Noviembre,5
P-0738,Cámara IP Axis X,Seguridad,23,932000,6,21436000,2014,Mayo,25
P-0739,Scanner Microsoft Max,Periférico,0,722000,15,0,2019,Junio,12
P-0740,Impresora Láser Kyocera Lite,Impresión,48,2059000,10,98832000,2026,Marzo,17
P-0741,Access Point Mikrotik V3,Red,0,743000,3,0,2023,Noviembre,18
P-0742,Base Laptop Anker Pro,Accesorio,32,142000,7,4544000,2016,Agosto,4
P-0743,Cartucho Epson Lexmark SE,Impresión,0,140000,13,0,2013,Febrero,11
P-0744,Licencia Adobe CC Adobe Lite,Software,61,1200000,15,73200000,2026,Febrero,8
P-0745,SSD NVMe WD Ultra,Almacenamiento,4,905000,5,3620000,2017,Febrero,15
P-0746,Scanner Microsoft 4K,Periférico,7,545000,13,3815000,2014,Febrero,4
P-0747,Tablet Toshiba Plus,Electrónico,41,1722000,9,70602000,2005,Julio,9
P-0748,Teclado Microsoft Pro,Periférico,0,351000,13,0,2023,Febrero,15
P-0749,Mini PC LG 4K,Electrónico,20,2048000,9,40960000,2015,Diciembre,8
P-0750,Cable HDMI Vention Elite,Accesorio,12,34000,3,408000,2014,Diciembre,5
P-0751,Regleta Eléctrica Ugreen SE,Accesorio,23,84000,8,1932000,2008,Junio,4
P-0752,Tóner HP Brother Max,Impresión,17,160000,9,2720000,2024,Marzo,2
P-0753,SSD NVMe Transcend V3,Almacenamiento,23,804000,6,18492000,2007,Septiembre,10
P-0754,Licencia Antivirus Autodesk V3,Software,4,403000,12,1612000,2026,Enero,31
P-0755,Silla Ergonómica DeskMate Ultra,Mobiliario,0,1157000,12,0,2020,Octubre,13
P-0756,Cable DisplayPort Cable Matters Elite,Accesorio,30,86000,10,2580000,2008,Septiembre,28
P-0757,Cable DisplayPort Belkin HD,Accesorio,46,67000,10,3082000,2024,Septiembre,20
P-0758,Base Laptop Cable Matters Mini,Accesorio,19,191000,6,3629000,2024,Junio,14
P-0759,DVR 8 Canales Hikvision SE,Seguridad,2,798000,2,1596000,2016,Noviembre,8
P-0760,Base Laptop Belkin Basic,Accesorio,32,123000,14,3936000,2015,Febrero,31
P-0761,Hub USB-C Ugreen Elite,Accesorio,26,126000,13,3276000,2020,Julio,28
P-0762,Funda Tablet Vention Pro,Accesorio,54,136000,15,7344000,2007,Junio,29
P-0763,Licencia Antivirus Norton V3,Software,11,407000,15,4477000,2008,Noviembre,6
P-0764,UPS 1200VA Tripp-Lite Basic,Energía,58,1003000,14,58174000,2014,Julio,27
P-0765,Cartucho Epson Xerox V2,Impresión,28,57000,8,1596000,2002,Diciembre,11
P-0766,UPS 1200VA APC Pro,Energía,19,737000,5,14003000,2022,Enero,30
P-0767,Sensor Movimiento Dahua Slim,Seguridad,36,247000,13,8892000,2009,Mayo,19
P-0768,Funda Tablet Vention SE,Accesorio,26,95000,14,2470000,2007,Octubre,24
P-0769,Cartucho Epson Brother Elite,Impresión,20,64000,4,1280000,2008,Mayo,11
P-0770,Mouse Genius Pro,Periférico,10,154000,6,1540000,2010,Junio,7
P-0771,Micrófono USB Havit 4K,Periférico,1,310000,2,310000,2010,Febrero,25
P-0772,Tablet Lenovo Slim,Electrónico,0,1460000,11,0,2017,Octubre,6
P-0773,Mini PC Toshiba 4K,Electrónico,24,2205000,6,52920000,2002,Septiembre,16
P-0774,UPS 1200VA Forza Plus,Energía,3,805000,10,2415000,2004,Abril,17
P-0775,Rack 12U Cisco HD,Red,16,1684000,4,26944000,2004,Marzo,15
P-0776,Proyector Samsung Basic,Electrónico,6,3547000,12,21282000,2007,Noviembre,16
P-0777,Cartucho Epson Epson HD,Impresión,9,180000,9,1620000,2012,Agosto,29
P-0778,Mouse Trust Lite,Periférico,51,106000,12,5406000,2022,Abril,10
P-0779,Impresora Inkjet HP V2,Impresión,15,648000,8,9720000,2004,Febrero,16
P-0780,Tarjeta SD Crucial SE,Almacenamiento,7,102000,2,714000,2022,Junio,1
P-0781,Patch Panel Zyxel Lite,Red,12,142000,6,1704000,2006,Septiembre,3
P-0782,Disco SSD PNY Plus,Almacenamiento,4,298000,4,1192000,2002,Junio,31
P-0783,Escritorio Gaming Ergonómix Basic,Mobiliario,55,1952000,12,107360000,2013,Febrero,13
P-0784,Router WiFi Cisco Basic,Red,62,730000,15,45260000,2013,Mayo,17
P-0785,Limpiador Pantalla Orico V2,Accesorio,14,16000,13,224000,2010,Octubre,15
P-0786,Switch 24 puertos Mikrotik Pro,Red,0,829000,3,0,2017,Abril,31
P-0787,Cámara IP Bosch SE,Seguridad,27,352000,11,9504000,2014,Julio,8
P-0788,SSD NVMe Toshiba Lite,Almacenamiento,9,925000,8,8325000,2013,Septiembre,7
P-0789,Tarjeta SD WD SE,Almacenamiento,16,31000,12,496000,2001,Octubre,19
P-0790,Funda Tablet Cable Matters X,Accesorio,35,56000,13,1960000,2006,Octubre,12
P-0791,Mini PC MSI Plus,Electrónico,52,1443000,14,75036000,2026,Noviembre,2
P-0792,Proyector Acer HD,Electrónico,9,5385000,8,48465000,2013,Noviembre,2
P-0793,Access Point Netgear SE,Red,13,505000,4,6565000,2012,Septiembre,10
P-0794,Escritorio Gaming FlexiDesk Ultra,Mobiliario,55,1967000,14,108185000,2024,Enero,16
P-0795,Memoria USB Samsung SE,Almacenamiento,0,96000,4,0,2018,Octubre,20
P-0796,Laptop Toshiba X,Electrónico,15,3114000,10,46710000,2022,Noviembre,29
P-0797,Papel Fotográfico A4 Anker V3,Accesorio,7,65000,13,455000,2000,Diciembre,27
P-0798,Licencia Adobe CC Norton 4K,Software,3,1200000,4,3600000,2024,Mayo,21
P-0799,Sensor Movimiento Bosch Basic,Seguridad,5,114000,4,570000,2018,Enero,22
P-0800,Licencia Office 365 Bitdefender Slim,Software,30,350000,12,10500000,2012,Marzo,16
P-0801,Base Laptop Belkin Ultra,Accesorio,20,80000,5,1600000,2015,Mayo,10
P-0802,Disco HDD SanDisk Elite,Almacenamiento,5,493000,12,2465000,2000,Diciembre,18
P-0803,Silla Ergonómica Ergonómix Slim,Mobiliario,17,846000,7,14382000,2011,Mayo,1
P-0804,Silla Ergonómica DeskMate Ultra,Mobiliario,15,1646000,4,24690000,2009,Junio,28
P-0805,DVR 8 Canales Bosch Mini,Seguridad,1,925000,2,925000,2024,Junio,4
P-0806,Cable DisplayPort Cable Matters V2,Accesorio,10,77000,6,770000,2012,Enero,14
P-0807,Hub USB-C Cable Matters Max,Accesorio,28,340000,9,9520000,2026,Marzo,5
P-0808,Cable UTP Cat6 Cisco Elite,Red,0,28000,11,0,2013,Marzo,29
P-0809,Tóner HP Kyocera 4K,Impresión,2,120000,10,240000,2017,Octubre,9
P-0810,Adaptador USB-C HDMI Belkin Slim,Accesorio,16,37000,15,592000,2023,Noviembre,24
P-0811,Control de Acceso Axis X,Seguridad,16,1209000,14,19344000,2023,Julio,12
P-0812,UPS 1200VA Forza SE,Energía,18,1032000,9,18576000,2017,Febrero,25
P-0813,Memoria USB Toshiba Basic,Almacenamiento,21,100000,13,2100000,2025,Marzo,13
P-0814,Switch 24 puertos Cisco Mini,Red,0,1395000,10,0,2019,Diciembre,12
P-0815,Impresora Inkjet Kyocera HD,Impresión,9,948000,12,8532000,2007,Noviembre,2
P-0816,Teclado Microsoft Elite,Periférico,53,171000,11,9063000,2015,Enero,13
P-0817,Licencia Antivirus Adobe V3,Software,0,367000,7,0,2007,Febrero,2
P-0818,Funda Tablet Orico Basic,Accesorio,7,61000,6,427000,2008,Diciembre,19
P-0819,Base Laptop Anker SE,Accesorio,37,147000,8,5439000,2013,Septiembre,18
P-0820,Licencia AutoCAD Microsoft Pro,Software,11,2800000,3,30800000,2015,Abril,7
P-0821,Escritorio Gaming ComfortPro 4K,Mobiliario,24,2099000,6,50376000,2000,Julio,12
P-0822,Gamepad Genius V2,Periférico,35,313000,7,10955000,2012,Julio,18
P-0823,Sensor Movimiento Hikvision SE,Seguridad,22,149000,8,3278000,2010,Agosto,10
P-0824,Rack 12U Tenda Max,Red,9,1356000,9,12204000,2021,Junio,3
P-0825,Patch Panel Netgear Lite,Red,0,204000,5,0,2021,Marzo,13
P-0826,Soporte Monitor Ugreen Basic,Accesorio,3,113000,4,339000,2025,Junio,17
P-0827,Cable DisplayPort AmazonBasics Plus,Accesorio,15,51000,8,765000,2012,Mayo,15
P-0828,Access Point Zyxel Lite,Red,7,495000,11,3465000,2023,Diciembre,25
P-0829,Monitor Asus Pro,Electrónico,19,861000,11,16359000,2005,Junio,18
P-0830,Escritorio Gaming ErgoChair Pro,Mobiliario,0,1752000,4,0,2026,Octubre,9
P-0831,Impresora 3D Epson SE,Impresión,51,4821000,11,245871000,2014,Octubre,27
P-0832,Monitor Acer Plus,Electrónico,39,1043000,9,40677000,2004,Febrero,20
P-0833,Licencia Antivirus Kaspersky Elite,Software,24,232000,15,5568000,2019,Enero,22
P-0834,Cámara IP Axis 4K,Seguridad,27,466000,11,12582000,2017,Marzo,20
P-0835,Micrófono USB Trust Slim,Periférico,25,412000,11,10300000,2000,Marzo,4
P-0836,Tarjeta SD Toshiba Elite,Almacenamiento,1,57000,2,57000,2012,Octubre,5
P-0837,Control de Acceso Dahua X,Seguridad,5,577000,4,2885000,2018,Enero,4
P-0838,Licencia AutoCAD Bitdefender SE,Software,5,2800000,3,14000000,2018,Noviembre,13
P-0839,Licencia Adobe CC ESET SE,Software,41,1200000,14,49200000,2021,Febrero,12
P-0840,Rack 12U Tenda Max,Red,27,738000,13,19926000,2000,Mayo,26
P-0841,DVR 8 Canales Honeywell HD,Seguridad,30,1360000,7,40800000,2002,Agosto,11
P-0842,Servidor Rack 1U Toshiba Plus,Electrónico,1,12471000,4,12471000,2020,Noviembre,18
P-0843,Servidor Rack 1U Dell Ultra,Electrónico,22,15302000,10,336644000,2013,Julio,31
P-0844,Laptop HP X,Electrónico,9,3640000,3,32760000,2004,Agosto,12
P-0845,Soporte Monitor Anker V3,Accesorio,10,280000,7,2800000,2014,Octubre,25
P-0846,Auriculares LG V2,Electrónico,19,669000,6,12711000,2005,Agosto,5
P-0847,UPS 2000VA Forza X,Energía,25,1344000,12,33600000,2001,Julio,7
P-0848,SSD NVMe PNY HD,Almacenamiento,8,850000,9,6800000,2008,Mayo,20
P-0849,Impresora 3D Canon X,Impresión,61,4320000,14,263520000,2012,Abril,17
P-0850,Teclado Razer V3,Periférico,19,197000,9,3743000,2010,Septiembre,13
P-0851,Cámara Web HyperX SE,Periférico,9,325000,14,2925000,2006,Febrero,17
P-0852,Silla Ergonómica DeskMate V2,Mobiliario,4,556000,4,2224000,2014,Junio,2
P-0853,DVR 8 Canales Hikvision 4K,Seguridad,36,877000,9,31572000,2010,Julio,2
P-0854,Proyector Dell Ultra,Electrónico,0,3616000,7,0,2010,Febrero,2
P-0855,Tablet LG Slim,Electrónico,29,1620000,11,46980000,2024,Mayo,5
P-0856,Cable DisplayPort Vention Pro,Accesorio,12,44000,12,528000,2012,Noviembre,23
P-0857,Lápiz Digitalizador A4Tech Ultra,Periférico,10,139000,2,1390000,2008,Noviembre,11
P-0858,Rack 12U D-Link X,Red,0,997000,12,0,2024,Octubre,26
P-0859,Impresora Inkjet Xerox Pro,Impresión,15,481000,3,7215000,2026,Agosto,16
P-0860,NAS Server SanDisk V2,Almacenamiento,8,2818000,8,22544000,2013,Septiembre,17
P-0861,Mochila Laptop Cable Matters Plus,Accesorio,9,166000,10,1494000,2008,Noviembre,15
P-0862,Servidor Rack 1U Toshiba Max,Electrónico,10,11193000,15,111930000,2026,Mayo,5
P-0863,Lápiz Digitalizador Microsoft Slim,Periférico,0,193000,11,0,2002,Enero,20
P-0864,Gamepad Genius SE,Periférico,0,174000,10,0,2015,Abril,29
P-0865,Cartucho Epson Canon Plus,Impresión,24,176000,6,4224000,2000,Julio,17
P-0866,Impresora 3D Xerox Lite,Impresión,26,4589000,11,119314000,2023,Octubre,5
P-0867,Funda Tablet Ugreen HD,Accesorio,49,162000,12,7938000,2017,Enero,11
P-0868,Licencia Antivirus Microsoft Lite,Software,0,179000,6,0,2001,Enero,30
P-0869,Escritorio Gaming FlexiDesk V2,Mobiliario,18,2016000,5,36288000,2011,Abril,20
P-0870,Memoria RAM PNY SE,Almacenamiento,28,189000,13,5292000,2007,Mayo,11
P-0871,Cartucho Epson HP Mini,Impresión,5,132000,3,660000,2020,Abril,6
P-0872,Access Point Mikrotik Max,Red,4,503000,11,2012000,2002,Marzo,13
P-0873,Cable UTP Cat6 D-Link Basic,Red,11,31000,5,341000,2024,Mayo,20
P-0874,Impresora Láser Epson 4K,Impresión,24,1722000,15,41328000,2020,Mayo,24
P-0875,Limpiador Pantalla Belkin Plus,Accesorio,43,17000,12,731000,2001,Junio,27
P-0876,Silla Ergonómica Ergonómix HD,Mobiliario,7,1558000,2,10906000,2024,Febrero,10
P-0877,Silla Ergonómica ComfortPro Lite,Mobiliario,3,1626000,15,4878000,2000,Enero,19
P-0878,Funda Tablet Vention Ultra,Accesorio,9,146000,5,1314000,2007,Agosto,11
P-0879,Smartphone MSI HD,Electrónico,11,2633000,9,28963000,2006,Diciembre,17
P-0880,Patch Panel Mikrotik Mini,Red,2,471000,14,942000,2026,Julio,27
P-0881,Cable HDMI Vention Lite,Accesorio,0,58000,13,0,2000,Marzo,17
P-0882,Hub USB-C Anker Mini,Accesorio,34,146000,7,4964000,2019,Marzo,18
P-0883,Impresora 3D Epson SE,Impresión,3,3653000,5,10959000,2004,Julio,16
P-0884,Memoria USB Seagate Lite,Almacenamiento,16,79000,5,1264000,2007,Septiembre,23
P-0885,Memoria USB Toshiba Ultra,Almacenamiento,11,82000,4,902000,2004,Diciembre,19
P-0886,Control de Acceso Hikvision V3,Seguridad,7,932000,14,6524000,2015,Abril,10
P-0887,Licencia Office 365 Kaspersky Basic,Software,23,350000,14,8050000,2021,Septiembre,16
P-0888,Access Point TP-Link Elite,Red,0,711000,9,0,2003,Septiembre,27
P-0889,Licencia Adobe CC Bitdefender V2,Software,30,1200000,14,36000000,2018,Noviembre,1
P-0890,UPS 1200VA Eaton Pro,Energía,3,887000,3,2661000,2006,Junio,12
P-0891,Scanner SteelSeries Lite,Periférico,8,994000,3,7952000,2014,Febrero,11
P-0892,Impresora 3D Canon Max,Impresión,26,6090000,10,158340000,2022,Julio,22
P-0893,Memoria RAM Samsung Mini,Almacenamiento,26,304000,7,7904000,2008,Diciembre,4
P-0894,Lápiz Digitalizador Havit X,Periférico,30,256000,12,7680000,2024,Enero,14
P-0895,Memoria RAM SanDisk V2,Almacenamiento,37,702000,9,25974000,2011,Julio,19
P-0896,Licencia AutoCAD Microsoft Mini,Software,18,2800000,9,50400000,2005,Enero,10
P-0897,Licencia Antivirus Adobe V2,Software,33,292000,8,9636000,2019,Agosto,26
P-0898,Licencia Office 365 Microsoft Plus,Software,3,350000,7,1050000,2019,Febrero,29
P-0899,Soporte Monitor Ugreen V3,Accesorio,28,143000,11,4004000,2023,Junio,24
P-0900,Licencia AutoCAD Kaspersky HD,Software,41,2800000,13,114800000,2022,Octubre,28
P-0901,SSD NVMe Seagate Elite,Almacenamiento,12,303000,4,3636000,2003,Julio,23
P-0902,Mochila Laptop Cable Matters V3,Accesorio,1,160000,5,160000,2024,Octubre,21
P-0903,Cámara Web Razer Slim,Periférico,0,362000,10,0,2026,Julio,1
